empleado_id,bienestar_laboral,horas_extra_semana,apoyo_equipo,reconocimiento,autonomia,dias_home_office,bono_anual_pct,reuniones_semana,mensajes_chat_dia,dias_vacaciones_tomados,distancia_oficina_km,cursos_completados,meses_en_el_rol,tickets_cerrados_mes,emails_enviados_dia,proyectos_activos,dias_licencia_medica,horas_capacitacion,puntualidad_pct
474,64.3,3.2,7.5,6.5,6.2,0,12.2,8,42,11,6.3,0,34,10,14,2,1,3.9,91.0
475,56.9,3.8,4.9,3.8,5.9,2,7.61,5,36,15,8.5,0,50,13,11,2,3,4.7,99.6
476,52.5,3.2,4.9,5.1,7.6,4,5.73,9,37,11,25.0,5,31,13,19,6,3,8.0,97.9
477,64.9,0.2,4.7,5.0,6.5,2,8.08,10,37,17,10.9,3,10,9,12,5,1,16.9,96.2
478,58.8,11.3,5.9,4.9,7.3,3,13.26,9,44,5,3.0,0,45,16,14,3,1,1.0,94.7
479,62.9,9.3,7.1,4.7,6.1,4,9.64,4,51,12,11.8,3,11,19,10,3,0,4.2,91.8
480,47.7,5.9,5.6,7.7,6.4,5,4.82,11,52,9,1.2,4,13,13,16,6,0,12.5,88.0
481,79.9,0.9,5.4,4.5,7.0,3,19.17,13,38,11,7.7,4,60,15,8,1,0,5.1,97.8
482,58.7,3.9,5.0,5.1,7.0,4,10.39,7,46,15,10.5,1,15,16,6,4,1,3.4,95.8
483,61.0,9.8,6.9,4.3,6.0,2,13.02,9,49,1,1.0,3,46,15,8,2,3,7.0,91.3
484,49.9,0.6,4.7,6.5,6.5,1,6.4,11,35,17,11.0,1,12,8,13,1,3,15.4,99.6
485,57.2,0.6,4.4,4.9,5.9,1,9.82,3,32,0,4.5,5,52,9,10,4,2,9.7,94.0
486,61.6,3.0,5.9,5.2,6.6,2,12.36,13,26,20,20.0,2,51,16,4,6,5,11.3,93.3
487,43.2,2.8,4.9,3.7,4.5,1,4.8,7,43,17,5.9,2,53,17,17,5,1,2.1,85.0
488,59.5,0.4,7.9,6.2,5.6,0,11.51,4,35,6,3.1,2,18,16,10,5,1,2.0,100.0
489,78.6,2.2,6.8,7.3,8.0,3,13.15,12,43,7,6.3,2,54,15,13,1,3,8.6,88.4
490,33.4,11.6,5.2,2.7,6.8,4,6.99,12,43,18,5.6,6,9,14,10,3,3,13.5,86.5
491,36.7,4.2,6.8,4.3,6.5,5,3.21,9,46,13,5.3,6,6,13,9,5,3,3.8,100.0
492,67.0,7.7,6.8,6.0,4.8,1,12.22,10,55,19,2.8,4,5,12,10,1,3,3.6,94.6
493,52.6,2.4,5.5,6.2,6.7,4,5.14,8,41,0,12.4,1,15,22,14,5,3,1.0,98.3
494,53.1,5.5,6.0,5.1,6.1,1,8.73,7,43,7,2.8,3,39,14,11,4,2,1.4,91.9
495,63.6,0.2,6.4,6.9,5.7,5,11.24,9,43,21,3.7,3,25,12,14,6,2,11.0,92.7
496,68.1,5.0,5.9,5.4,8.5,2,10.29,5,41,19,9.4,2,39,15,17,1,1,8.3,96.9
497,38.8,3.3,7.3,5.5,3.9,4,1.76,9,47,19,3.0,2,20,19,12,5,0,10.3,88.0
498,41.2,7.3,5.0,5.9,6.7,1,7.75,11,37,21,19.9,2,34,14,5,2,2,10.8,89.3
499,68.1,2.1,6.4,5.4,8.0,4,9.68,12,47,15,2.1,1,55,12,11,4,2,5.7,89.9
500,70.8,3.2,6.7,7.7,8.0,1,10.11,6,35,20,6.6,6,58,15,13,2,2,1.7,100.0
501,54.3,9.7,5.9,5.3,7.3,5,9.4,11,42,1,13.5,3,39,17,8,1,2,12.4,83.6
502,55.1,4.4,8.3,7.1,6.8,5,4.75,8,46,13,1.2,4,60,13,11,3,1,4.6,93.8
503,67.7,2.2,4.5,5.1,6.2,3,14.64,16,38,17,8.8,2,26,11,17,3,1,17.0,91.2
504,58.5,1.7,5.2,5.6,6.9,5,10.38,12,42,13,3.7,1,35,17,9,5,2,2.2,94.1
505,46.4,8.6,7.5,6.2,6.5,1,5.45,11,44,8,18.9,2,53,13,11,4,1,6.0,99.6
506,72.0,2.8,6.0,5.7,6.4,1,11.74,10,44,21,9.6,2,47,12,12,3,2,5.8,83.4
507,53.0,0.7,4.9,5.6,6.6,3,11.5,8,47,7,6.7,2,36,8,17,5,1,13.4,84.5
508,51.9,2.1,6.0,5.5,8.0,5,5.86,10,53,13,12.1,0,55,18,8,5,2,9.6,85.4
509,46.2,3.1,7.7,8.0,6.5,3,0.46,4,33,21,16.0,3,48,19,12,2,2,5.1,100.0
510,46.4,8.6,5.1,5.1,5.5,3,10.89,11,43,12,5.0,1,51,17,10,6,1,7.2,92.0
511,55.8,5.7,8.7,8.2,4.9,3,6.79,8,39,13,6.0,3,3,10,14,6,5,1.1,91.8
512,51.4,3.5,7.2,4.9,6.8,4,5.95,6,40,4,2.6,3,13,15,8,4,3,23.2,86.0
513,30.9,8.2,5.8,6.3,3.8,4,4.1,14,47,20,19.6,4,26,14,11,4,2,9.2,86.8
514,69.1,4.2,7.2,7.0,8.0,4,10.16,5,52,21,2.5,3,40,15,8,4,2,3.6,96.4
515,43.8,2.8,5.8,6.4,5.3,0,8.63,6,51,20,14.0,2,7,9,12,2,0,12.8,91.7
516,62.4,10.1,6.4,9.6,7.1,0,9.41,8,29,15,9.0,4,33,8,7,5,1,4.5,100.0
517,52.9,5.0,5.3,7.4,8.4,1,6.09,14,40,17,1.2,3,31,12,10,6,4,15.2,93.4
518,34.9,7.0,3.7,4.7,7.4,2,3.74,8,39,16,27.2,2,24,15,12,1,1,14.2,94.9
519,49.9,2.1,4.6,5.8,8.6,0,10.4,5,48,9,17.8,1,27,6,11,4,1,6.7,98.2
520,61.4,2.2,5.1,4.7,9.9,1,7.59,7,38,13,15.8,5,41,17,17,2,0,9.5,96.3
521,63.9,11.4,6.7,7.2,7.7,0,12.09,17,51,9,5.0,2,7,16,5,6,5,10.4,96.3
522,48.3,5.4,5.9,3.8,4.9,5,6.32,10,31,2,5.3,1,19,16,12,3,1,1.0,95.9
523,52.1,7.6,6.3,6.3,8.6,0,6.04,7,42,10,18.6,1,46,15,14,5,3,9.3,100.0
524,57.2,4.4,7.0,4.4,7.1,2,6.31,11,42,3,1.6,3,4,11,14,5,2,1.9,93.1
525,61.9,1.7,6.1,7.4,8.2,4,10.46,8,50,10,12.3,0,57,8,6,3,3,6.3,94.6
526,57.5,3.8,7.0,6.2,8.1,2,5.69,6,49,6,10.3,3,41,15,17,3,0,4.0,91.6
527,66.6,4.0,6.1,4.0,5.0,2,14.36,10,36,8,22.4,2,1,13,7,1,1,3.1,95.3
528,57.3,7.2,5.1,4.8,8.3,3,9.58,7,39,9,4.2,5,8,13,7,6,3,13.2,100.0
529,45.5,2.6,4.7,5.2,5.2,0,8.7,12,41,3,26.7,1,52,21,8,4,3,3.8,87.3
530,50.1,5.4,6.3,5.1,6.1,4,12.06,6,43,9,6.9,2,52,18,8,2,1,3.5,88.9
531,58.4,1.3,5.2,7.7,4.4,2,7.86,7,36,1,5.8,5,21,18,12,3,1,0.7,92.5
532,64.1,3.0,5.9,6.4,8.5,3,8.33,10,35,4,9.1,1,21,14,6,2,3,4.4,99.2
533,64.3,1.6,6.1,5.3,6.1,3,8.19,10,39,19,12.5,7,56,15,7,3,1,4.0,99.7
534,35.1,5.2,4.4,3.5,6.9,5,8.47,12,39,9,19.8,4,29,18,15,6,2,10.7,91.5
535,62.1,11.1,5.8,6.3,3.8,3,11.5,11,41,11,7.9,3,20,11,14,5,2,11.7,95.1
536,60.0,3.7,5.9,6.4,5.2,1,8.82,10,38,21,1.7,1,30,11,10,2,2,8.7,95.0
537,71.9,5.4,8.2,7.6,7.4,0,9.26,2,40,3,27.2,2,36,12,8,5,0,5.4,97.4
538,52.5,4.3,7.6,5.9,8.1,3,1.97,6,53,17,0.9,4,57,15,15,4,4,10.7,95.6
539,53.6,3.3,4.9,4.1,6.2,5,10.06,8,50,20,2.3,6,12,14,15,2,2,6.9,91.5
540,50.4,12.2,6.8,6.4,5.1,0,9.04,11,41,2,2.4,3,39,17,9,1,2,3.3,94.0
541,57.4,5.1,7.4,6.9,6.1,3,3.58,15,52,7,11.7,1,58,7,16,2,0,9.4,86.9
542,54.1,2.3,4.4,3.7,6.5,0,14.93,3,49,15,4.5,4,47,18,10,2,2,6.5,87.9
543,49.8,3.1,4.9,4.6,6.8,0,11.15,6,60,16,1.1,1,16,17,4,6,4,17.6,93.4
544,58.3,8.8,5.7,5.6,6.2,0,13.89,10,35,2,5.5,2,2,8,6,4,3,12.0,90.6
545,78.6,0.4,6.6,6.2,8.2,5,12.67,9,43,16,2.9,1,3,17,14,6,3,1.6,99.3
546,53.0,0.9,5.0,6.5,5.2,5,7.07,9,31,10,5.6,4,60,15,13,1,1,1.8,90.0
547,44.5,7.9,5.4,1.9,7.2,3,9.79,14,35,19,1.0,0,28,7,12,6,2,7.9,86.8
548,49.0,10.6,6.4,8.1,6.9,1,9.48,7,40,19,0.6,5,49,8,11,6,3,4.3,90.3
549,50.8,1.2,5.0,4.6,7.7,1,7.42,5,32,13,2.3,2,18,11,12,3,4,2.3,91.1
550,52.3,4.0,7.2,5.6,4.5,4,4.64,16,46,12,10.5,3,21,9,11,5,0,14.0,100.0
551,81.9,8.2,8.7,6.2,6.1,1,14.92,13,40,0,19.0,4,18,16,13,6,3,2.4,90.9
552,53.7,4.8,6.1,6.0,6.8,1,6.47,10,56,7,3.0,3,29,17,13,6,0,0.7,85.7
553,52.4,8.1,6.6,4.7,7.7,1,9.94,11,43,9,1.1,1,32,12,7,2,1,12.2,91.7
554,60.0,9.1,7.8,6.6,6.7,0,12.67,6,41,5,5.7,4,27,21,14,4,1,9.2,94.1
555,50.6,7.4,5.0,5.7,7.7,2,6.06,5,32,19,24.5,4,46,16,11,6,3,6.2,90.5
556,68.9,0.2,7.8,7.0,6.4,1,8.88,10,32,9,5.9,3,29,13,17,5,1,10.2,89.6
557,56.2,3.6,5.0,5.3,5.9,2,13.66,9,55,5,1.5,1,60,14,8,4,1,6.6,98.3
558,59.0,1.1,7.3,5.6,4.6,4,12.08,16,48,20,2.1,4,18,22,9,3,1,14.8,86.0
559,50.5,1.3,5.0,3.7,7.8,3,3.6,9,40,4,14.4,3,18,18,11,2,5,15.8,95.3
560,46.3,4.3,6.5,4.4,10.0,1,3.54,12,36,18,13.5,5,16,14,6,2,4,5.8,93.9
561,68.2,4.7,6.7,6.1,4.2,1,13.66,8,39,9,11.6,4,9,18,3,1,3,8.0,87.4
562,54.5,4.9,5.7,6.2,5.9,1,7.07,13,50,4,5.2,2,43,12,9,2,2,2.2,96.8
563,46.8,9.2,5.0,3.5,5.1,0,11.54,10,36,17,4.3,4,41,10,16,6,3,12.7,97.4
564,52.8,5.8,6.6,8.1,6.8,1,4.33,9,39,16,5.3,3,32,14,16,5,1,6.3,87.2
565,64.2,0.1,5.8,7.2,9.2,1,13.59,6,43,15,10.7,1,30,4,15,3,2,8.6,94.3
566,55.7,10.4,7.0,7.1,5.9,5,11.47,6,41,13,4.2,0,5,16,15,6,4,2.1,97.8
567,43.0,6.4,4.0,3.4,8.2,4,8.43,6,50,16,7.5,1,58,15,14,3,4,6.3,83.5
568,45.4,4.1,4.7,4.4,6.6,0,12.91,6,37,11,3.8,3,2,13,11,2,2,3.5,85.4
569,58.2,1.5,5.1,6.7,5.0,1,7.22,5,39,1,6.4,2,49,14,10,5,1,5.0,82.7
570,74.5,4.5,7.8,7.5,5.1,5,9.98,10,36,20,10.2,2,41,18,14,5,3,9.6,96.3
571,51.8,0.7,5.2,3.5,7.9,4,11.28,6,33,15,33.5,3,28,18,6,5,0,5.2,99.2
572,48.6,6.1,3.6,4.6,6.0,4,12.85,9,39,8,8.9,1,53,15,10,1,0,5.4,89.1
573,38.1,10.2,4.6,5.4,8.5,0,6.56,8,45,16,12.0,6,21,16,8,5,1,8.0,91.8
574,68.1,6.5,6.0,7.1,7.1,3,12.79,8,39,21,7.0,1,26,9,13,1,1,1.2,95.3
575,55.2,4.0,5.9,5.3,7.0,0,8.81,8,26,19,1.7,3,24,10,8,3,1,12.0,100.0
576,62.3,6.0,7.0,6.1,4.9,2,9.98,8,51,8,11.3,4,56,12,15,5,1,5.7,95.8
577,58.7,12.4,7.5,6.0,6.0,2,9.44,8,36,12,0.7,2,35,14,15,1,1,6.1,96.7
578,69.9,6.0,8.7,5.3,3.9,3,7.2,11,46,7,4.4,3,1,17,15,6,2,1.2,93.5
579,45.8,4.9,7.9,6.5,7.2,5,9.34,13,46,10,9.2,3,9,9,12,1,2,7.5,92.8
580,43.1,3.6,6.9,6.6,6.3,0,6.47,10,41,12,3.4,1,32,9,17,5,0,2.5,100.0
581,56.5,2.7,4.7,4.7,8.5,2,11.31,15,46,8,9.3,1,8,8,18,4,5,7.0,95.4
582,44.9,7.8,5.9,5.5,5.6,0,9.16,12,50,20,15.3,2,42,20,6,5,3,10.6,92.3
583,51.5,1.9,5.8,4.2,6.8,1,12.02,10,47,1,3.5,2,24,18,14,4,2,8.7,91.7
584,50.2,1.0,6.3,5.2,5.8,4,4.26,6,39,13,2.0,2,4,11,10,5,3,10.3,85.3
585,53.0,5.6,5.2,7.3,7.8,4,5.39,11,43,12,7.7,4,37,16,13,3,0,12.1,91.5
586,36.6,8.6,6.3,5.2,4.8,0,5.81,13,52,17,10.1,4,44,16,17,4,1,10.3,99.6
587,46.5,4.2,6.4,6.3,6.5,0,10.7,8,42,20,3.3,3,35,15,14,4,2,3.0,94.8
588,49.3,8.1,6.3,6.2,5.9,2,5.59,16,43,9,3.3,4,18,14,8,4,0,11.0,100.0
589,59.1,2.4,8.1,7.1,3.4,4,7.54,13,42,14,5.9,2,34,16,10,3,1,3.5,97.2
590,52.3,1.1,6.3,4.3,5.2,0,10.47,7,50,1,2.7,5,34,14,9,6,1,5.2,94.2
591,58.7,4.1,6.4,5.4,8.3,2,7.58,14,40,1,13.2,4,21,21,10,5,2,3.3,89.4
592,59.9,7.4,6.8,6.2,8.0,3,11.33,6,29,21,3.8,1,9,23,11,2,2,6.7,85.9
593,33.6,13.4,5.0,4.6,6.3,1,6.43,5,46,6,21.3,2,40,12,11,4,1,2.4,100.0
594,63.0,4.8,6.9,5.5,8.6,1,7.44,15,44,9,7.6,1,41,15,12,2,5,15.1,90.5
595,54.1,3.7,4.0,4.2,7.1,1,16.11,8,40,3,19.9,3,19,15,13,1,3,6.4,86.8
596,42.5,3.0,6.3,5.4,7.5,4,6.71,17,41,6,7.6,1,9,13,13,3,2,5.8,84.1
597,47.2,7.8,5.6,4.7,6.5,3,6.34,12,48,1,5.5,3,52,17,8,2,3,16.6,88.7
598,11.4,38.0,5.3,4.0,5.4,2,10.69,8,47,10,10.3,2,32,13,15,4,3,2.2,98.6
599,39.5,38.0,6.1,6.2,6.3,0,7.31,10,39,16,0.9,2,44,16,5,3,1,15.4,100.0
600,38.9,38.0,6.9,8.2,8.4,3,3.96,3,29,11,31.0,3,29,15,15,5,1,3.4,88.1
